title,link,standardized_date,source,target,relation
Rocket Lab Signs Multi-Launch Deal to Further Deploy Synspective Constellation,https://www.rocketlabusa.com/updates/rocket-lab-signs-multi-launch-deal-to-further-deploy-synspective-constellation/,2023-07-13,Rocket Lab,Capella Space,Supplier-Customer Relationships
Rocket Lab to Launch Multiple Satellites as Part of Upcoming Recovery Mission,https://www.rocketlabusa.com/updates/rocket-lab-to-launch-multiple-satellites-as-part-of-upcoming-recovery-mission/,2023-06-22,Rocket Lab,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
Rocket Lab to Launch Multiple Satellites as Part of Upcoming Recovery Mission,https://www.rocketlabusa.com/updates/rocket-lab-to-launch-multiple-satellites-as-part-of-upcoming-recovery-mission/,2023-06-22,Rocket Lab,Space Flight Laboratory (SFL),Supplier-Customer Relationships
Rocket Lab to Launch Multiple Satellites as Part of Upcoming Recovery Mission,https://www.rocketlabusa.com/updates/rocket-lab-to-launch-multiple-satellites-as-part-of-upcoming-recovery-mission/,2023-06-22,Rocket Lab,Telesat,Supplier-Customer Relationships
Rocket Lab to Launch Multiple Satellites as Part of Upcoming Recovery Mission,https://www.rocketlabusa.com/updates/rocket-lab-to-launch-multiple-satellites-as-part-of-upcoming-recovery-mission/,2023-06-22,Rocket Lab,Spire,Supplier-Customer Relationships
Rocket Lab Spacecraft Built for Varda Successfully Operating on Orbit,https://www.rocketlabusa.com/updates/rocket-lab-spacecraft-built-for-varda-successfully-operating-on-orbit/,2023-06-16,Varda,Rocket Lab,Supplier-Customer Relationships
Rocket Lab Spacecraft Built for Varda Successfully Operating on Orbit,https://www.rocketlabusa.com/updates/rocket-lab-spacecraft-built-for-varda-successfully-operating-on-orbit/,2023-06-16,Rocket Lab,MDA,Supplier-Customer Relationships
Rocket Lab Spacecraft Built for Varda Successfully Operating on Orbit,https://www.rocketlabusa.com/updates/rocket-lab-spacecraft-built-for-varda-successfully-operating-on-orbit/,2023-06-16,MDA,Globalstar,Supplier-Customer Relationships
Space Flight Laboratory Selects Rocket Lab to Launch Telesat Broadband Satellite,https://www.rocketlabusa.com/updates/space-flight-laboratory-selects-rocket-lab-to-launch-telesat-broadband-satellite/,2023-05-31,Rocket Lab,Telesat,Supplier-Customer Relationships
Rocket Lab Bolsters Neutron Rocket Program with Purchase of Virgin Orbit Long Beach California Assets,https://www.rocketlabusa.com/updates/rocket-lab-bolsters-neutron-rocket-program-with-purchase-of-virgin-orbit-long-beach-california-assets/,2023-05-29,Rocket Lab,Virgin Orbit,Supplier-Customer Relationships
"Rocket Lab Announces First Quarter 2023 Financial Results, Issues Guidance For Continued Growth In Second Quarter 2023",https://www.rocketlabusa.com/updates/rocket-lab-announces-first-quarter-2023-financial-results-issues-guidance-for-continued-growth-in-second-quarter-2023/,2023-05-09,Rocket Lab,Capella Space,Supplier-Customer Relationships
"Rocket Lab Announces First Quarter 2023 Financial Results, Issues Guidance For Continued Growth In Second Quarter 2023",https://www.rocketlabusa.com/updates/rocket-lab-announces-first-quarter-2023-financial-results-issues-guidance-for-continued-growth-in-second-quarter-2023/,2023-05-09,Rocket Lab,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
Rocket Lab to Launch Small Satellite Swarm for NASA,https://www.rocketlabusa.com/updates/rocket-lab-to-launch-small-satellite-swarm-for-nasa/,2023-05-09,Rocket Lab,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
"Rocket Lab Introduces Suborbital Testbed Rocket, Selected for Hypersonic Test Flights",https://www.rocketlabusa.com/updates/rocket-lab-introduces-suborbital-testbed-rocket-selected-for-hypersonic-test-flights/,2023-04-17,Rocket Lab,Dynetics,Joint Product Development
"Rocket Lab Introduces Suborbital Testbed Rocket, Selected for Hypersonic Test Flights",https://www.rocketlabusa.com/updates/rocket-lab-introduces-suborbital-testbed-rocket-selected-for-hypersonic-test-flights/,2023-04-17,Rocket Lab,Defense Innovation Unit (DIU),Strategic Alliances
"Rocket Lab Introduces Suborbital Testbed Rocket, Selected for Hypersonic Test Flights",https://www.rocketlabusa.com/updates/rocket-lab-introduces-suborbital-testbed-rocket-selected-for-hypersonic-test-flights/,2023-04-17,Rocket Lab,Missile Defense Agency,Research and Development Collaborations
Rocket Lab to Launch NASA’s Cyclone-Tracking Satellite Constellation from New Zealand,https://www.rocketlabusa.com/updates/rocket-lab-to-launch-nasas-cyclone-tracking-satellite-constellation-from-new-zealand/,2023-04-10,Rocket Lab,National Aeronautics and Space Administration (NASA),Supplier-Customer Relationships
Rocket Lab Announces Launch Window for Second Electron Mission from Virginia,https://www.rocketlabusa.com/updates/rocket-lab-announces-launch-window-for-second-electron-mission-from-virginia/,2023-03-07,Capella Space,Rocket Lab,Supplier-Customer Relationships
Rocket Lab Establishes Australian Subsidiary to Support Rapidly Growing National Space Sector,https://www.rocketlabusa.com/updates/rocket-lab-establishes-australian-subsidiary-to-support-rapidly-growing-national-space-sector/,2023-02-28,Rocket Lab,Department of Defence (Australia),Contract Teaming
Space Robotics Startup GITAI Raises US$30 Million in Funding,https://gitai.tech/2023/05/24/space-robotics-startup-gitai-raises-us30-million-in-funding/,2023-05-24,GITAI,Epson X Investment Corporation,Investment and Financial Partnerships
GITAI develops inchworm-type robotic arm extending both the capability and mobility of space robots and completes Proof-of-Concept demonstration (TRL 3),https://gitai.tech/2022/08/16/gitai-develops-inchworm-type-robotic-arm/,2022-08-16,GITAI,Japan Aerospace Exploration Agency (JAXA),Research and Development Collaborations
GITAI announces space robotics technology demonstration outside ISS,https://gitai.tech/2022/07/11/tech-demon-outside-iss/,2022-07-11,GITAI,Nanoracks,Technology Demonstration Partnerships
"GITAI wins the Japan – US Innovation Awards, “Innovation Showcase”",https://gitai.tech/2022/07/11/gitai-wins-the-japan-us-innovation-awards-innovation-showcase/,2022-07-11,GITAI,Toyota Motor Corporation,Joint Product Development
GITAI Developing Robotic Arm for Toyota’s Manned Pressurized Lunar Rover,https://gitai.tech/2021/12/13/gitai-developing-robotic-arm-for-toyotas-manned-pressurized-lunar-rover/,2021-12-13,GITAI,Toyota Motor Corporation,Joint Product Development
GITAI Developing Robotic Arm for Toyota’s Manned Pressurized Lunar Rover,https://gitai.tech/2021/12/13/gitai-developing-robotic-arm-for-toyotas-manned-pressurized-lunar-rover/,2021-12-13,GITAI,Japan Aerospace Exploration Agency (JAXA),Supplier-Customer Relationships
Space robotics start-up GITAI completes successful technology demonstration inside the ISS,https://gitai.tech/2021/10/28/iss-tech-demo-ja/,2021-10-28,GITAI,Nanoracks,Technology Demonstration Partnerships
SpaceX Dragon spacecraft carrying the GITAI robot successfully launches and arrives at the ISS,https://gitai.tech/2021/08/31/successful-launch-of-spacex-rocket-with-gitai-robot-on-board-arrives-at-iss/,2021-08-31,SpaceX,National Aeronautics and Space Administration (NASA),Technology Demonstration Partnerships
SpaceX Dragon spacecraft carrying the GITAI robot successfully launches and arrives at the ISS,https://gitai.tech/2021/08/31/successful-launch-of-spacex-rocket-with-gitai-robot-on-board-arrives-at-iss/,2021-08-31,GITAI,Nanoracks,Joint Product Development
SpaceX Dragon spacecraft carrying the GITAI robot successfully launches and arrives at the ISS,https://gitai.tech/2021/08/31/successful-launch-of-spacex-rocket-with-gitai-robot-on-board-arrives-at-iss/,2021-08-31,GITAI,National Aeronautics and Space Administration (NASA),Technology Demonstration Partnerships
"GITAI Passes All NASA Safety Reviews for ISS Onboard Demonstration, Ready for Launch",https://gitai.tech/2021/06/25/gitai-passes-all-nasa-safety-reviews-for-iss-onboard-demonstration-ready-for-launch-en/,2021-06-25,GITAI,Nanoracks,Technology Demonstration Partnerships
GITAI & JAXA partner to co-create a business concept for the world’s first “Space Robot Business”,https://gitai.tech/2020/09/14/gitai-jaxa-partner-to-co-create-a-business-concept-for-the-worlds-first-space-robot-business/,2020-09-14,GITAI,Japan Aerospace Exploration Agency (JAXA),Joint Product Development
GITAI & JAXA partner to co-create a business concept for the world’s first “Space Robot Business”,https://gitai.tech/2020/09/14/gitai-jaxa-partner-to-co-create-a-business-concept-for-the-worlds-first-space-robot-business/,2020-09-14,GITAI,Nanoracks,Technology Demonstration Partnerships
GITAI and Nanoracks announce technical demonstration of a GITAI robot inside the Bishop Airlock,https://gitai.tech/2020/09/10/gitai-nanoracks-en/,2020-09-10,GITAI,Nanoracks,Joint Product Development
"GITAI, DEVELOPERS OF A HUMAN-SUBSTITUTE ROBOT FOR SPACE STATIONS, SIGN JOINT RESEARCH AGREEMENT WITH JAXA",https://gitai.tech/2019/03/25/gitai-developers-of-a-human-substitute-robot-for-space-stations-sign-joint-research-agreement-with-jaxa/,2019-03-25,GITAI,Japan Aerospace Exploration Agency (JAXA),Research and Development Collaborations
"GITAI AND SKY PERFECT JSAT, ASIA’S LARGEST SATELLITE COMMUNICATION PROVIDER, SIGN A MOU ON EXPLORING A BUSINESS PARTNERSHIP",https://gitai.tech/2019/03/18/gitai-and-sky-perfect-jsat-asias-largest-satellite-communication-provider-sign-a-mou-on-exploring-a-business-partnership/,2019-03-18,GITAI,SKY Perfect JSAT,Strategic Alliances
Space Tango Joins DARPA B-SURE Program to Investigate Future Potential of Biomanufacturing in Space,https://spacetango.com/latest/pressreleases/space-tango-joins-darpa-b-sure-program-to-investigate-future-potential-of-biomanufacturing-in-space/,2023-06-30,Space Tango,Sierra Space,Research and Development Collaborations
Space Tango Announces Launch of LambdaVision Retinal Implant Manufacturing Payload on SpaceX CRS-16,https://spacetango.com/latest/pressreleases/space-tango-announces-launch-of-lambdavision-retinal-implant-manufacturing-payload-on-spacex-crs-16/,2018-12-05,LambdaVision,Space Tango,Joint Product Development
Space Tango Launches Microgravity Hemp Enterprise,https://spacetango.com/latest/pressreleases/space-tango-launches-microgravity-hemp-enterprise/,2018-10-04,Space Tango,Atalo Holdings,Supplier-Customer Relationships
Space Tango Partner Airbus Launching Flumias-DEA Technology Demonstration on SpaceX CRS-15,https://spacetango.com/latest/pressreleases/space-tango-partner-airbus-launching-flumias-dea-technology-demonstration-on-spacex-crs-15/,2018-06-29,Space Tango,Airbus,Joint Product Development
Space Tango Partner Airbus Launching Flumias-DEA Technology Demonstration on SpaceX CRS-15,https://spacetango.com/latest/pressreleases/space-tango-partner-airbus-launching-flumias-dea-technology-demonstration-on-spacex-crs-15/,2018-06-29,Space Tango,DLR,Technology Demonstration Partnerships
Space Tango Facilitates Budweiser Payload on CRS-13 Launch,https://spacetango.com/latest/pressreleases/space-tango-facilitates-budweiser-payload-on-crs-13-launch/,2017-12-15,SpaceX,Space Tango,Supplier-Customer Relationships
Space Tango Announces Partnership with Airbus Defence and Space,https://spacetango.com/latest/pressreleases/space-tango-announces-partnership-with-airbus-defence-and-space/,2017-10-26,Airbus,Space Tango,Strategic Alliances
SpaceX CRS-10 Successful Liftoff from Historical Launchpad 39A,https://spacetango.com/latest/pressreleases/spacex-crs-10-successful-liftoff-from-historical-launchpad-39a/,2017-02-19,Space Tango,Airbus,Supplier-Customer Relationships
Redwire Selected for DARPA LunA-10 Study Investigating Future Commercial Lunar Infrastructure,https://redwirespace.com/newsroom/redwire-selected-for-darpa-luna-10-study-investigating-future-commercial-lunar-infrastructure/,2023-12-05,Redwire,Defense Advanced Research Projects Agency,Research and Development Collaborations
Redwire Awarded Contract to Provide Onboard Computer for ESA’s Comet Interceptor Mission to Study Pristine Comet,https://redwirespace.com/newsroom/redwire-awarded-contract-to-provide-onboard-computer-for-esas-comet-interceptor-mission-to-study-pristine-comet/,2023-10-23,Redwire,OHB Italia S.p.A.,Supplier-Customer Relationships
"EnduroSat to partner with University of California, Berkeley and NASA for Cutting-Edge Solar Mission",https://www.endurosat.com/news/endurosat-berkeley-and-nasa-for-cutting-edge-mission/,2023-08-31,EnduroSat,European Space Agency (ESA),Supplier-Customer Relationships
Open Cosmos launches fourth satellite of 2023 to demonstrate latest technologies for telecommunications and earth observation constellations,https://www.open-cosmos.com//news/open-cosmos-launches-fourth-satellite-of-2023-to-demonstrate-latest-technologies-for-telecommunications-and-earth-observation-constellations,2023-12-15,Open Cosmos,European Space Agency (ESA),Joint Ventures
